type;n;swaps;cmps
insertion;130;4382;4511
insertion;130;4296;4425
insertion;130;4142;4271
insertion;130;4288;4417
insertion;130;4317;4446
insertion;130;4315;4444
insertion;130;4311;4440
insertion;130;4188;4317
insertion;130;4695;4824
insertion;130;4179;4308
insertion;130;4588;4717
insertion;130;4499;4628
insertion;130;3814;3943
insertion;130;4630;4759
insertion;130;4123;4252
insertion;130;4489;4618
insertion;130;4489;4618
insertion;130;4479;4608
insertion;130;3859;3988
insertion;130;4812;4941
insertion;130;3725;3854
insertion;130;4440;4569
insertion;130;4128;4257
insertion;130;4558;4687
insertion;130;4296;4425
insertion;130;4036;4165
insertion;130;3966;4095
insertion;130;4468;4597
insertion;130;4150;4279
insertion;130;4115;4244
insertion;130;4245;4374
insertion;130;4088;4217
insertion;130;3842;3971
insertion;130;4537;4666
insertion;130;4072;4201
insertion;130;3801;3930
insertion;130;4179;4308
insertion;130;4311;4440
insertion;130;4351;4480
insertion;130;3845;3974
insertion;140;4744;4883
insertion;140;4295;4434
insertion;140;5140;5279
insertion;140;4422;4561
insertion;140;5113;5252
insertion;140;4850;4989
insertion;140;4459;4598
insertion;140;4918;5057
insertion;140;4694;4833
insertion;140;4897;5036
insertion;140;5177;5316
insertion;140;5175;5314
insertion;140;4820;4959
insertion;140;5084;5223
insertion;140;4939;5078
insertion;140;4909;5048
insertion;140;4880;5019
insertion;140;5171;5310
insertion;140;4547;4686
insertion;140;5037;5176
insertion;140;5388;5527
insertion;140;4976;5115
insertion;140;4501;4640
insertion;140;4872;5011
insertion;140;5160;5299
insertion;140;4363;4502
insertion;140;4957;5096
insertion;140;4815;4954
insertion;140;4262;4401
insertion;140;4841;4980
insertion;140;5092;5231
insertion;140;5415;5554
insertion;140;4432;4571
insertion;140;4806;4945
insertion;140;4884;5023
insertion;140;4602;4741
insertion;140;4232;4371
insertion;140;4304;4443
insertion;140;5022;5161
insertion;140;4559;4698
insertion;140;5083;5222
insertion;140;4693;4832
insertion;140;4675;4814
insertion;140;5012;5151
insertion;140;4806;4945
insertion;140;5148;5287
insertion;140;4658;4797
insertion;140;5504;5643
insertion;140;4308;4447
insertion;140;5202;5341
insertion;140;5094;5233
insertion;140;4931;5070
insertion;140;5021;5160
insertion;140;5132;5271
insertion;140;5342;5481
insertion;140;4765;4904
insertion;140;4552;4691
insertion;140;5031;5170
insertion;140;5310;5449
insertion;140;5163;5302
insertion;140;4455;4594
insertion;140;4972;5111
insertion;140;5143;5282
insertion;140;4880;5019
insertion;140;4907;5046
insertion;140;4688;4827
insertion;140;4617;4756
insertion;140;4694;4833
insertion;140;5218;5357
insertion;140;4683;4822
insertion;140;5184;5323
insertion;140;5208;5347
insertion;140;4637;4776
insertion;140;4957;5096
insertion;140;4575;4714
insertion;140;4251;4390
insertion;140;4870;5009
insertion;140;4994;5133
insertion;140;5014;5153
insertion;140;5165;5304
insertion;140;4571;4710
insertion;140;4828;4967
insertion;140;4900;5039
insertion;140;5127;5266
insertion;140;5169;5308
insertion;140;5320;5459
insertion;140;4923;5062
insertion;140;4925;5064
insertion;140;5006;5145
insertion;140;4378;4517
insertion;140;5246;5385
insertion;140;4758;4897
insertion;140;4907;5046
insertion;140;4932;5071
insertion;140;5095;5234
insertion;140;5041;5180
insertion;140;5120;5259
insertion;140;5115;5254
insertion;140;4937;5076
insertion;140;4876;5015
insertion;150;5552;5701
insertion;150;5444;5593
insertion;150;5438;5587
insertion;150;5165;5314
insertion;150;5522;5671
insertion;150;5712;5861
insertion;150;5104;5253
insertion;150;4870;5019
insertion;150;5495;5644
insertion;150;5152;5301
insertion;150;5576;5725
insertion;150;5911;6060
insertion;150;5591;5740
insertion;150;4857;5006
insertion;150;5107;5256
insertion;150;5138;5287
insertion;150;5799;5948
insertion;150;5503;5652
insertion;150;5865;6014
insertion;150;6372;6521
insertion;150;5811;5960
insertion;150;5695;5844
insertion;150;5931;6080
insertion;150;5718;5867
insertion;150;5911;6060
insertion;150;5627;5776
insertion;150;5067;5216
insertion;150;5715;5864
insertion;150;5764;5913
insertion;150;5541;5690
insertion;150;5905;6054
insertion;150;5424;5573
insertion;150;5439;5588
insertion;150;5849;5998
insertion;150;5552;5701
insertion;150;5412;5561
insertion;150;6036;6185
insertion;150;4872;5021
insertion;150;4871;5020
insertion;150;5985;6134
insertion;150;5310;5459
insertion;150;5651;5800
insertion;150;5551;5700
insertion;150;5730;5879
insertion;150;5072;5221
insertion;150;6189;6338
insertion;150;5842;5991
insertion;150;6219;6368
insertion;150;5522;5671
insertion;150;5511;5660
insertion;150;5902;6051
insertion;150;5627;5776
insertion;150;5370;5519
insertion;150;5471;5620
insertion;150;5398;5547
insertion;150;5149;5298
insertion;150;5494;5643
insertion;150;5695;5844
insertion;150;5632;5781
insertion;150;5444;5593
insertion;150;5673;5822
insertion;150;5567;5716
insertion;150;5545;5694
insertion;150;5698;5847
insertion;150;5566;5715
insertion;150;5962;6111
insertion;150;5482;5631
insertion;150;5681;5830
insertion;150;5747;5896
insertion;150;5403;5552
insertion;150;5782;5931
insertion;150;5823;5972
insertion;150;6009;6158
insertion;150;5649;5798
insertion;150;5869;6018
insertion;150;5146;5295
insertion;150;6091;6240
insertion;150;5966;6115
insertion;150;6217;6366
insertion;150;5064;5213
insertion;150;5419;5568
insertion;150;5843;5992
insertion;150;5538;5687
insertion;150;5542;5691
insertion;150;6003;6152
insertion;150;5759;5908
insertion;150;5391;5540
insertion;150;5209;5358
insertion;150;5163;5312
insertion;150;5626;5775
insertion;150;6008;6157
insertion;150;5501;5650
insertion;150;5935;6084
insertion;150;5393;5542
insertion;150;5629;5778
insertion;150;5965;6114
insertion;150;5265;5414
insertion;150;5775;5924
insertion;150;5413;5562
insertion;150;6016;6165
insertion;160;6441;6600
insertion;160;6391;6550
insertion;160;6423;6582
insertion;160;6281;6440
insertion;160;6150;6309
insertion;160;6389;6548
insertion;160;7019;7178
insertion;160;6328;6487
insertion;160;6158;6317
insertion;160;6263;6422
insertion;160;6577;6736
insertion;160;6355;6514
insertion;160;6222;6381
insertion;160;5406;5565
insertion;160;6707;6866
insertion;160;6822;6981
insertion;160;5846;6005
insertion;160;6169;6328
insertion;160;5549;5708
insertion;160;6245;6404
insertion;160;6085;6244
insertion;160;6159;6318
insertion;160;6261;6420
insertion;160;6590;6749
insertion;160;6531;6690
insertion;160;6197;6356
insertion;160;6170;6329
insertion;160;6691;6850
insertion;160;6433;6592
insertion;160;6786;6945
insertion;160;6224;6383
insertion;160;6479;6638
insertion;160;6317;6476
insertion;160;7008;7167
insertion;160;6754;6913
insertion;160;6141;6300
insertion;160;6716;6875
insertion;160;6290;6449
insertion;160;6290;6449
insertion;160;6478;6637
insertion;160;6023;6182
insertion;160;5238;5397
insertion;160;6425;6584
insertion;160;6528;6687
insertion;160;6276;6435
insertion;160;6459;6618
insertion;160;6215;6374
insertion;160;6535;6694
insertion;160;5822;5981
insertion;160;5698;5857
insertion;160;5876;6035
insertion;160;5533;5692
insertion;160;6211;6370
insertion;160;6540;6699
insertion;160;6355;6514
insertion;160;6546;6705
insertion;160;6389;6548
insertion;160;6550;6709
insertion;160;6731;6890
insertion;160;6109;6268
insertion;160;6473;6632
insertion;160;6300;6459
insertion;160;5733;5892
insertion;160;6467;6626
insertion;160;6766;6925
insertion;160;6218;6377
insertion;160;6932;7091
insertion;160;5898;6057
insertion;160;6421;6580
insertion;160;6431;6590
insertion;160;6096;6255
insertion;160;6738;6897
insertion;160;6133;6292
insertion;160;6452;6611
insertion;160;6541;6700
insertion;160;5461;5620
insertion;160;7110;7269
insertion;160;6168;6327
insertion;160;6212;6371
insertion;160;6455;6614
insertion;160;6184;6343
insertion;160;6288;6447
insertion;160;6235;6394
insertion;160;6333;6492
insertion;160;6876;7035
insertion;160;6103;6262
insertion;160;6101;6260
insertion;160;6782;6941
insertion;160;6349;6508
insertion;160;6397;6556
insertion;160;5832;5991
insertion;160;6255;6414
insertion;160;6373;6532
insertion;160;6115;6274
insertion;160;5904;6063
insertion;160;6058;6217
insertion;160;6453;6612
insertion;160;5750;5909
insertion;160;5696;5855
insertion;160;5698;5857
insertion;170;7590;7759
insertion;170;6602;6771
insertion;170;8053;8222
insertion;170;7922;8091
insertion;170;7997;8166
insertion;170;7543;7712
insertion;170;7355;7524
insertion;170;7846;8015
insertion;170;7327;7496
insertion;170;7322;7491
insertion;170;7259;7428
insertion;170;7264;7433
insertion;170;6712;6881
insertion;170;6677;6846
insertion;170;6890;7059
insertion;170;7087;7256
insertion;170;7072;7241
insertion;170;7834;8003
insertion;170;6745;6914
insertion;170;7361;7530
insertion;170;7031;7200
insertion;170;7489;7658
insertion;170;6795;6964
insertion;170;6876;7045
insertion;170;6748;6917
insertion;170;7317;7486
insertion;170;7371;7540
insertion;170;7480;7649
insertion;170;7102;7271
insertion;170;7587;7756
insertion;170;7081;7250
insertion;170;6615;6784
insertion;170;7242;7411
insertion;170;6863;7032
insertion;170;6820;6989
insertion;170;7275;7444
insertion;170;7304;7473
insertion;170;7464;7633
insertion;170;7167;7336
insertion;170;7549;7718
insertion;170;6391;6560
insertion;170;7065;7234
insertion;170;7061;7230
insertion;170;7361;7530
insertion;170;6879;7048
insertion;170;7227;7396
insertion;170;7662;7831
insertion;170;7465;7634
insertion;170;7554;7723
insertion;170;7680;7849
insertion;170;6980;7149
insertion;170;7074;7243
insertion;170;7285;7454
insertion;170;7039;7208
insertion;170;7509;7678
insertion;170;7667;7836
insertion;170;7945;8114
insertion;170;7851;8020
insertion;170;6734;6903
insertion;170;7841;8010
insertion;170;6986;7155
insertion;170;6990;7159
insertion;170;6644;6813
insertion;170;7195;7364
insertion;170;6733;6902
insertion;170;7242;7411
insertion;170;6594;6763
insertion;170;7042;7211
insertion;170;7502;7671
insertion;170;6917;7086
insertion;170;6714;6883
insertion;170;7311;7480
insertion;170;6922;7091
insertion;170;6929;7098
insertion;170;7308;7477
insertion;170;6752;6921
insertion;170;6651;6820
insertion;170;7253;7422
insertion;170;6936;7105
insertion;170;7590;7759
insertion;170;6517;6686
insertion;170;7415;7584
insertion;170;6998;7167
insertion;170;6847;7016
insertion;170;7430;7599
insertion;170;7585;7754
insertion;170;7731;7900
insertion;170;6850;7019
insertion;170;7382;7551
insertion;170;6906;7075
insertion;170;7550;7719
insertion;170;7308;7477
insertion;170;7178;7347
insertion;170;6587;6756
insertion;170;7135;7304
insertion;170;6901;7070
insertion;170;7121;7290
insertion;170;7159;7328
insertion;170;7195;7364
insertion;170;7628;7797
insertion;180;8878;9057
insertion;180;8048;8227
insertion;180;8735;8914
insertion;180;8051;8230
insertion;180;8489;8668
insertion;180;7719;7898
insertion;180;7097;7276
insertion;180;8124;8303
insertion;180;8067;8246
insertion;180;8065;8244
insertion;180;7995;8174
insertion;180;7691;7870
insertion;180;7575;7754
insertion;180;8102;8281
insertion;180;8802;8981
insertion;180;8131;8310
insertion;180;7923;8102
insertion;180;8181;8360
insertion;180;6852;7031
insertion;180;8612;8791
insertion;180;7500;7679
insertion;180;8274;8453
insertion;180;8234;8413
insertion;180;8050;8229
insertion;180;7879;8058
insertion;180;7244;7423
insertion;180;8793;8972
insertion;180;7753;7932
insertion;180;8169;8348
insertion;180;8284;8463
insertion;180;7949;8128
insertion;180;8414;8593
insertion;180;8306;8485
insertion;180;8015;8194
insertion;180;8329;8508
insertion;180;7696;7875
insertion;180;7806;7985
insertion;180;7906;8085
insertion;180;7727;7906
insertion;180;8972;9151
insertion;180;8766;8945
insertion;180;7766;7945
insertion;180;7729;7908
insertion;180;8101;8280
insertion;180;7919;8098
insertion;180;7793;7972
insertion;180;7904;8083
insertion;180;7937;8116
insertion;180;7584;7763
insertion;180;7908;8087
insertion;180;7936;8115
insertion;180;7117;7296
insertion;180;8798;8977
insertion;180;8249;8428
insertion;180;8217;8396
insertion;180;7975;8154
insertion;180;8243;8422
insertion;180;7797;7976
insertion;180;7935;8114
insertion;180;8001;8180
insertion;180;7546;7725
insertion;180;7903;8082
insertion;180;7964;8143
insertion;180;8101;8280
insertion;180;8052;8231
insertion;180;7778;7957
insertion;180;8348;8527
insertion;180;7904;8083
insertion;180;8062;8241
insertion;180;8361;8540
insertion;180;8197;8376
insertion;180;7464;7643
insertion;180;8666;8845
insertion;180;7575;7754
insertion;180;8862;9041
insertion;180;8005;8184
insertion;180;8206;8385
insertion;180;8115;8294
insertion;180;7612;7791
insertion;180;8104;8283
insertion;180;8243;8422
insertion;180;7784;7963
insertion;180;7573;7752
insertion;180;7831;8010
insertion;180;8529;8708
insertion;180;8535;8714
insertion;180;8101;8280
insertion;180;7749;7928
insertion;180;7751;7930
insertion;180;8401;8580
insertion;180;8632;8811
insertion;180;7973;8152
insertion;180;8300;8479
insertion;180;7608;7787
insertion;180;7650;7829
insertion;180;8359;8538
insertion;180;8056;8235
insertion;180;8632;8811
insertion;180;8135;8314
insertion;180;8564;8743
insertion;190;8850;9039
insertion;190;8641;8830
insertion;190;9489;9678
insertion;190;8990;9179
insertion;190;9071;9260
insertion;190;8874;9063
insertion;190;9048;9237
insertion;190;8686;8875
insertion;190;8974;9163
insertion;190;9220;9409
insertion;190;8597;8786
insertion;190;9106;9295
insertion;190;9068;9257
insertion;190;8525;8714
insertion;190;9129;9318
insertion;190;8208;8397
insertion;190;8588;8777
insertion;190;8668;8857
insertion;190;8846;9035
insertion;190;9571;9760
insertion;190;9345;9534
insertion;190;8883;9072
insertion;190;9802;9991
insertion;190;9416;9605
insertion;190;8619;8808
insertion;190;8719;8908
insertion;190;9061;9250
insertion;190;8712;8901
insertion;190;9787;9976
insertion;190;9095;9284
insertion;190;9382;9571
insertion;190;8862;9051
insertion;190;8207;8396
insertion;190;8587;8776
insertion;190;8699;8888
insertion;190;9161;9350
insertion;190;9455;9644
insertion;190;8670;8859
insertion;190;8761;8950
insertion;190;8670;8859
insertion;190;8828;9017
insertion;190;9870;10059
insertion;190;8956;9145
insertion;190;9238;9427
insertion;190;9038;9227
insertion;190;8437;8626
insertion;190;9317;9506
insertion;190;9646;9835
insertion;190;8617;8806
insertion;190;8969;9158
insertion;190;8863;9052
insertion;190;8779;8968
insertion;190;9110;9299
insertion;190;8404;8593
insertion;190;10021;10210
insertion;190;8282;8471
insertion;190;10272;10461
insertion;190;8451;8640
insertion;190;9319;9508
insertion;190;9296;9485
insertion;190;9306;9495
insertion;190;8387;8576
insertion;190;9021;9210
insertion;190;9530;9719
insertion;190;9966;10155
insertion;190;8941;9130
insertion;190;8721;8910
insertion;190;9757;9946
insertion;190;9305;9494
insertion;190;8857;9046
insertion;190;8452;8641
insertion;190;8535;8724
insertion;190;8870;9059
insertion;190;8899;9088
insertion;190;9043;9232
insertion;190;8940;9129
insertion;190;8963;9152
insertion;190;8191;8380
insertion;190;9041;9230
insertion;190;8743;8932
insertion;190;9177;9366
insertion;190;8870;9059
insertion;190;9006;9195
insertion;190;8634;8823
insertion;190;8783;8972
insertion;190;9280;9469
insertion;190;9568;9757
insertion;190;8724;8913
insertion;190;8476;8665
insertion;190;8715;8904
insertion;190;9520;9709
insertion;190;8665;8854
insertion;190;10303;10492
insertion;190;8107;8296
insertion;190;8307;8496
insertion;190;8800;8989
insertion;190;9228;9417
insertion;190;9616;9805
insertion;190;8827;9016
insertion;190;8257;8446
insertion;200;10223;10422
insertion;200;9621;9820
insertion;200;8809;9008
insertion;200;9682;9881
insertion;200;10034;10233
insertion;200;9010;9209
insertion;200;9799;9998
insertion;200;9979;10178
insertion;200;9938;10137
insertion;200;10035;10234
insertion;200;9557;9756
insertion;200;10167;10366
insertion;200;10129;10328
insertion;200;9837;10036
insertion;200;9815;10014
insertion;200;9622;9821
insertion;200;10372;10571
insertion;200;10082;10281
insertion;200;9586;9785
insertion;200;10169;10368
insertion;200;9451;9650
insertion;200;8974;9173
insertion;200;9832;10031
insertion;200;9679;9878
insertion;200;10624;10823
insertion;200;9485;9684
insertion;200;10402;10601
insertion;200;9310;9509
insertion;200;9077;9276
insertion;200;10570;10769
insertion;200;9773;9972
insertion;200;10497;10696
insertion;200;9520;9719
insertion;200;9883;10082
insertion;200;9299;9498
insertion;200;10221;10420
insertion;200;9695;9894
insertion;200;9531;9730
insertion;200;10082;10281
insertion;200;9529;9728
insertion;200;9060;9259
insertion;200;10020;10219
insertion;200;10418;10617
insertion;200;9398;9597
insertion;200;9640;9839
insertion;200;10375;10574
insertion;200;9971;10170
insertion;200;9814;10013
insertion;200;9928;10127
insertion;200;9470;9669
insertion;200;9689;9888
insertion;200;9560;9759
insertion;200;10252;10451
insertion;200;10022;10221
insertion;200;9887;10086
insertion;200;10108;10307
insertion;200;10906;11105
insertion;200;9759;9958
insertion;200;10378;10577
insertion;200;9787;9986
insertion;200;10092;10291
insertion;200;9282;9481
insertion;200;9067;9266
insertion;200;9467;9666
insertion;200;9830;10029
insertion;200;9963;10162
insertion;200;10511;10710
insertion;200;9497;9696
insertion;200;9602;9801
insertion;200;10175;10374
